"tegevusvaldkond";"tyyp";"ministeerium";"allasutus";"makse";"link";"variable";"value";"kanal";"naitaja"
"Ohutus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Riigilõiv, riigimaks (tollimaks)";"https://emoodul.tja.ee/web/";"Eiseteenindus.halduskulu";0;"Eiseteenindus";"halduskulu"
"Töökeskkond ja personal";"Teabenõue/Märgukiri/Vaie";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Kliendile tasuta";"https://emoodul.tja.ee";"Eiseteenindus.halduskulu";0;"Eiseteenindus";"halduskulu"
"Ohutus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Kliendile tasuta";"https://jvis.tja.ee/";"Eiseteenindus.halduskulu";0;"Eiseteenindus";"halduskulu"
"Side ja meedia";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.tja.ee/sagedusluba/";"Eiseteenindus.halduskulu";0;"Eiseteenindus";"halduskulu"
"Side ja meedia";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.tja.ee/sagedusluba/";"Eiseteenindus.halduskulu";0;"Eiseteenindus";"halduskulu"
"Side ja meedia";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Riigilõiv, riigimaks (tollimaks)";"Sagedusloa omanik esitab TJA-le  taotluse sagedusloa tingimuste muutmiseks.";"Eiseteenindus.halduskulu";0;"Eiseteenindus";"halduskulu"
"Side ja meedia";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.tja.ee/sagedusluba/";"Eiseteenindus.halduskulu";0;"Eiseteenindus";"halduskulu"
"Transport";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Riigilõiv, riigimaks (tollimaks)";"https://mtr.mkm.ee/";"Eiseteenindus.halduskulu";0;"Eiseteenindus";"halduskulu"
"Transport";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Riigilõiv, riigimaks (tollimaks)";"https://mtr.mkm.ee/";"Eiseteenindus.halduskulu";0;"Eiseteenindus";"halduskulu"
"Merendus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Riigilõiv, riigimaks (tollimaks)";"https://www.emde.ee/vi-iloginedit";"Eiseteenindus.halduskulu";0;"Eiseteenindus";"halduskulu"
"Riigi infosüsteemide kasutamine";"Interaktiivne infoteenus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Riigi Infosüsteemi Amet (RIA)";"Kliendile tasuta";"http://www.id.ee/";"Eiseteenindus.halduskulu";0;"Eiseteenindus";"halduskulu"
"Transport";"Liitumine / Registreerumine";"Justiitsministeeriumi haldusala";"Konkurentsiamet";"Kliendile tasuta";"https://mtr.mkm.ee/";"Eiseteenindus.halduskulu";0;"Eiseteenindus";"halduskulu"
"Energeetika";"Liitumine / Registreerumine";"Justiitsministeeriumi haldusala";"Konkurentsiamet";"Kliendile tasuta";"https://mtr.mkm.ee/";"Eiseteenindus.halduskulu";0;"Eiseteenindus";"halduskulu"
"Energeetika";"Liitumine / Registreerumine";"Justiitsministeeriumi haldusala";"Konkurentsiamet";"Kliendile tasuta";"https://mtr.mkm.ee/";"Eiseteenindus.halduskulu";0;"Eiseteenindus";"halduskulu"
"Energeetika";"Liitumine / Registreerumine";"Justiitsministeeriumi haldusala";"Konkurentsiamet";"Kliendile tasuta";"https://mtr.mkm.ee/";"Eiseteenindus.halduskulu";0;"Eiseteenindus";"halduskulu"
"Side ja meedia";"Liitumine / Registreerumine";"Justiitsministeeriumi haldusala";"Konkurentsiamet";"Riigilõiv, riigimaks (tollimaks)";"https://mtr.mkm.ee/";"Eiseteenindus.halduskulu";0;"Eiseteenindus";"halduskulu"
"Lennundus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Lennuamet";"Kliendile tasuta";"https://lois.ecaa.ee/LoginClient.aspx";"Eiseteenindus.halduskulu";0;"Eiseteenindus";"halduskulu"
"Lennundus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Lennuamet";"Riigilõiv, riigimaks (tollimaks)";"https://lois.ecaa.ee/LoginClient.aspx";"Eiseteenindus.halduskulu";0;"Eiseteenindus";"halduskulu"
"Lennundus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Lennuamet";"Riigilõiv, riigimaks (tollimaks)";"https://lois.ecaa.ee/LoginClient.aspx";"Eiseteenindus.halduskulu";NA;"Eiseteenindus";"halduskulu"
"Lennundus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Lennuamet";"Riigilõiv, riigimaks (tollimaks)";"https://lois.ecaa.ee/LoginClient.aspx";"Eiseteenindus.halduskulu";NA;"Eiseteenindus";"halduskulu"
"Erinõuetega tegevusalad";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Majandus- ja Kommunikatsiooniministeerium";"Kliendile tasuta";"https://mtr.mkm.ee/";"Eiseteenindus.halduskulu";0;"Eiseteenindus";"halduskulu"
"Eluase";"Kinnitus / tõend";"Haridus- ja Teadusministeeriumi haldusala";"Haridus- ja Teadusministeerium";"Kliendile tasuta";"https://www.ehr.ee/app/esileht?1";"Eiseteenindus.halduskulu";0;"Eiseteenindus";"halduskulu"
"Eluase";"Kinnitus / tõend";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Majandus- ja Kommunikatsiooniministeerium";"Kliendile tasuta";"https://www.ehr.ee/app/esileht?0";"Eiseteenindus.halduskulu";0;"Eiseteenindus";"halduskulu"
"Ettevõtlus";"Interaktiivne infoteenus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Majandus- ja Kommunikatsiooniministeerium";"Kliendile tasuta";"https://mtr.mkm.ee/infoleht/21";"Eiseteenindus.halduskulu";0;"Eiseteenindus";"halduskulu"
"Erinõuetega tegevusalad";"Interaktiivne infoteenus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Majandus- ja Kommunikatsiooniministeerium";"Kliendile tasuta";"https://mtr.mkm.ee/";"Eiseteenindus.halduskulu";0;"Eiseteenindus";"halduskulu"
"Erinõuetega tegevusalad";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Majandus- ja Kommunikatsiooniministeerium";"Kliendile tasuta";"mtr.mkm.ee";"Eiseteenindus.halduskulu";NA;"Eiseteenindus";"halduskulu"
"Erinõuetega tegevusalad";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Majandus- ja Kommunikatsiooniministeerium";"Kliendile tasuta";"http://mtr.mkm.ee";"Eiseteenindus.halduskulu";NA;"Eiseteenindus";"halduskulu"
"Erinõuetega tegevusalad";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Majandus- ja Kommunikatsiooniministeerium";"Kliendile tasuta";"http://mtr.mkm.ee";"Eiseteenindus.halduskulu";NA;"Eiseteenindus";"halduskulu"
"Erinõuetega tegevusalad";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Majandus- ja Kommunikatsiooniministeerium";"Kliendile tasuta";"http://mtr.mkm.ee";"Eiseteenindus.halduskulu";NA;"Eiseteenindus";"halduskulu"
"Erinõuetega tegevusalad";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Majandus- ja Kommunikatsiooniministeerium";"Kliendile tasuta";"http://mtr.mkm.ee";"Eiseteenindus.halduskulu";NA;"Eiseteenindus";"halduskulu"
"Erinõuetega tegevusalad";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Majandus- ja Kommunikatsiooniministeerium";"Kliendile tasuta";"http://mtr.mkm.ee";"Eiseteenindus.halduskulu";NA;"Eiseteenindus";"halduskulu"
"Erinõuetega tegevusalad";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Majandus- ja Kommunikatsiooniministeerium";"Kliendile tasuta";"http://mtr.mkm.ee";"Eiseteenindus.halduskulu";NA;"Eiseteenindus";"halduskulu"
"Erinõuetega tegevusalad";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Majandus- ja Kommunikatsiooniministeerium";"Kliendile tasuta";"http://mtr.mkm.ee";"Eiseteenindus.halduskulu";NA;"Eiseteenindus";"halduskulu"
"Erinõuetega tegevusalad";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Majandus- ja Kommunikatsiooniministeerium";"Kliendile tasuta";"http://mtr.mkm.ee";"Eiseteenindus.halduskulu";NA;"Eiseteenindus";"halduskulu"
"Erinõuetega tegevusalad";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Majandus- ja Kommunikatsiooniministeerium";"Kliendile tasuta";"http://mtr.mkm.ee";"Eiseteenindus.halduskulu";NA;"Eiseteenindus";"halduskulu"
"Riigi kinnisvara";"Aruandlus";"Rahandusministeeriumi haldusala";"Rahandusministeerium";"Kliendile tasuta";"https://riigivara.fin.ee/kvr/vara/kinnisvarad";"Eiseteenindus.halduskulu";NA;"Eiseteenindus";"halduskulu"
"Ohutus";"Aruandlus";"Siseministeeriumi haldusala";"Päästeamet";"Kliendile tasuta";"https://tuleohutusaruanne.ee/";"Eiseteenindus.halduskulu";NA;"Eiseteenindus";"halduskulu"
"Arhiivindus";"Tellimine";"Haridus- ja Teadusministeeriumi haldusala";"Rahvusarhiiv";"Kliendile tasuta";"www.ra.ee/vau";"Eiseteenindus.halduskulu";NA;"Eiseteenindus";"halduskulu"
"Arhiivindus";"Tellimine";"Haridus- ja Teadusministeeriumi haldusala";"Rahvusarhiiv";"Teenustasu";"www.ra.ee/vau";"Eiseteenindus.halduskulu";NA;"Eiseteenindus";"halduskulu"
"Arhiivindus";"Tellimine";"Haridus- ja Teadusministeeriumi haldusala";"Rahvusarhiiv";"Teenustasu";"www.ra.ee/vau";"Eiseteenindus.halduskulu";NA;"Eiseteenindus";"halduskulu"
"Arhiivindus";"Tellimine";"Haridus- ja Teadusministeeriumi haldusala";"Rahvusarhiiv";"Teenustasu";"www.ra.ee";"Eiseteenindus.halduskulu";NA;"Eiseteenindus";"halduskulu"
"Arhiivindus";"Kinnitus / tõend";"Haridus- ja Teadusministeeriumi haldusala";"Rahvusarhiiv";"Riigilõiv, riigimaks (tollimaks)";"www.ra.ee";"Eiseteenindus.halduskulu";NA;"Eiseteenindus";"halduskulu"
"Arhiivindus";"Kinnitus / tõend";"Haridus- ja Teadusministeeriumi haldusala";"Rahvusarhiiv";"Teenustasu";"www.ra.ee/vau";"Eiseteenindus.halduskulu";NA;"Eiseteenindus";"halduskulu"
"Arhiivindus";"Publikatsioon";"Haridus- ja Teadusministeeriumi haldusala";"Rahvusarhiiv";"Teenustasu";"http://www.ra.ee/vau/index.php/et/shop";"Eiseteenindus.halduskulu";NA;"Eiseteenindus";"halduskulu"
"Arhiivindus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Haridus- ja Teadusministeeriumi haldusala";"Rahvusarhiiv";"Kliendile tasuta";"http://www.ra.ee/et/uam/";"Eiseteenindus.halduskulu";NA;"Eiseteenindus";"halduskulu"
"Arhiivindus";"Dokumentide üleandmine";"Haridus- ja Teadusministeeriumi haldusala";"Rahvusarhiiv";"Kliendile tasuta";"http://www.ra.ee/et/uam/";"Eiseteenindus.halduskulu";NA;"Eiseteenindus";"halduskulu"
"Arhiivindus";"Dokumentide üleandmine";"Haridus- ja Teadusministeeriumi haldusala";"Rahvusarhiiv";"Kliendile tasuta";"http://www.ra.ee/et/eraoiguslike-asutuste-arhivaalide-kogumine/";"Eiseteenindus.halduskulu";NA;"Eiseteenindus";"halduskulu"
"Arhiivindus";"Dokumentide üleandmine";"Haridus- ja Teadusministeeriumi haldusala";"Rahvusarhiiv";"Teenustasu";"http://www.ra.ee/et/uam/";"Eiseteenindus.halduskulu";NA;"Eiseteenindus";"halduskulu"
"Keskkond";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Keskkonnaministeeriumi haldusala";"Keskkonnaamet";"Kliendile tasuta";"https://eteenus.keskkonnaamet.ee";"Eiseteenindus.halduskulu";NA;"Eiseteenindus";"halduskulu"
"Keskkond";"Aruandlus";"Keskkonnaministeeriumi haldusala";"Keskkonnaamet";"Kliendile tasuta";"https://eteenus.keskkonnaamet.ee/";"Eiseteenindus.halduskulu";NA;"Eiseteenindus";"halduskulu"
"Ohutus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Riigilõiv, riigimaks (tollimaks)";"https://emoodul.tja.ee/web/";"Eiseteenindus.ajakulu";0;"Eiseteenindus";"ajakulu"
"Ohutus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Riigilõiv, riigimaks (tollimaks)";"https://emoodul.tja.ee/web/";"Eiseteenindus.ajakulu";0;"Eiseteenindus";"ajakulu"
"Töökeskkond ja personal";"Teabenõue/Märgukiri/Vaie";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Kliendile tasuta";"https://emoodul.tja.ee";"Eiseteenindus.ajakulu";0;"Eiseteenindus";"ajakulu"
"Ohutus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Kliendile tasuta";"https://jvis.tja.ee/";"Eiseteenindus.ajakulu";0;"Eiseteenindus";"ajakulu"
"Side ja meedia";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.tja.ee/sagedusluba/";"Eiseteenindus.ajakulu";0;"Eiseteenindus";"ajakulu"
"Side ja meedia";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.tja.ee/sagedusluba/";"Eiseteenindus.ajakulu";0;"Eiseteenindus";"ajakulu"
"Side ja meedia";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Riigilõiv, riigimaks (tollimaks)";"Sagedusloa omanik esitab TJA-le  taotluse sagedusloa tingimuste muutmiseks.";"Eiseteenindus.ajakulu";0;"Eiseteenindus";"ajakulu"
"Side ja meedia";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.tja.ee/sagedusluba/";"Eiseteenindus.ajakulu";0;"Eiseteenindus";"ajakulu"
"Transport";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Riigilõiv, riigimaks (tollimaks)";"https://mtr.mkm.ee/";"Eiseteenindus.ajakulu";0;"Eiseteenindus";"ajakulu"
"Transport";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Riigilõiv, riigimaks (tollimaks)";"https://mtr.mkm.ee/";"Eiseteenindus.ajakulu";0;"Eiseteenindus";"ajakulu"
"Merendus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Riigilõiv, riigimaks (tollimaks)";"https://www.emde.ee/vi-iloginedit";"Eiseteenindus.ajakulu";0;"Eiseteenindus";"ajakulu"
"Riigi infosüsteemide kasutamine";"Interaktiivne infoteenus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Riigi Infosüsteemi Amet (RIA)";"Kliendile tasuta";"http://www.id.ee/";"Eiseteenindus.ajakulu";0;"Eiseteenindus";"ajakulu"
"Transport";"Liitumine / Registreerumine";"Justiitsministeeriumi haldusala";"Konkurentsiamet";"Kliendile tasuta";"https://mtr.mkm.ee/";"Eiseteenindus.ajakulu";0;"Eiseteenindus";"ajakulu"
"Energeetika";"Liitumine / Registreerumine";"Justiitsministeeriumi haldusala";"Konkurentsiamet";"Kliendile tasuta";"https://mtr.mkm.ee/";"Eiseteenindus.ajakulu";0;"Eiseteenindus";"ajakulu"
"Energeetika";"Liitumine / Registreerumine";"Justiitsministeeriumi haldusala";"Konkurentsiamet";"Kliendile tasuta";"https://mtr.mkm.ee/";"Eiseteenindus.ajakulu";0;"Eiseteenindus";"ajakulu"
"Energeetika";"Liitumine / Registreerumine";"Justiitsministeeriumi haldusala";"Konkurentsiamet";"Kliendile tasuta";"https://mtr.mkm.ee/";"Eiseteenindus.ajakulu";0;"Eiseteenindus";"ajakulu"
"Side ja meedia";"Liitumine / Registreerumine";"Justiitsministeeriumi haldusala";"Konkurentsiamet";"Riigilõiv, riigimaks (tollimaks)";"https://mtr.mkm.ee/";"Eiseteenindus.ajakulu";0;"Eiseteenindus";"ajakulu"
"Lennundus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Lennuamet";"Kliendile tasuta";"https://lois.ecaa.ee/LoginClient.aspx";"Eiseteenindus.ajakulu";0;"Eiseteenindus";"ajakulu"
"Lennundus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Lennuamet";"Riigilõiv, riigimaks (tollimaks)";"https://lois.ecaa.ee/LoginClient.aspx";"Eiseteenindus.ajakulu";0;"Eiseteenindus";"ajakulu"
"Lennundus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Lennuamet";"Riigilõiv, riigimaks (tollimaks)";"https://lois.ecaa.ee/LoginClient.aspx";"Eiseteenindus.ajakulu";NA;"Eiseteenindus";"ajakulu"
"Lennundus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Lennuamet";"Riigilõiv, riigimaks (tollimaks)";"https://lois.ecaa.ee/LoginClient.aspx";"Eiseteenindus.ajakulu";NA;"Eiseteenindus";"ajakulu"
"Erinõuetega tegevusalad";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Majandus- ja Kommunikatsiooniministeerium";"Kliendile tasuta";"https://mtr.mkm.ee/";"Eiseteenindus.ajakulu";0;"Eiseteenindus";"ajakulu"
"Eluase";"Kinnitus / tõend";"Haridus- ja Teadusministeeriumi haldusala";"Haridus- ja Teadusministeerium";"Kliendile tasuta";"https://www.ehr.ee/app/esileht?1";"Eiseteenindus.ajakulu";0;"Eiseteenindus";"ajakulu"
"Eluase";"Kinnitus / tõend";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Majandus- ja Kommunikatsiooniministeerium";"Kliendile tasuta";"https://www.ehr.ee/app/esileht?0";"Eiseteenindus.ajakulu";0;"Eiseteenindus";"ajakulu"
"Ettevõtlus";"Interaktiivne infoteenus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Majandus- ja Kommunikatsiooniministeerium";"Kliendile tasuta";"https://mtr.mkm.ee/infoleht/21";"Eiseteenindus.ajakulu";0;"Eiseteenindus";"ajakulu"
"Erinõuetega tegevusalad";"Interaktiivne infoteenus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Majandus- ja Kommunikatsiooniministeerium";"Kliendile tasuta";"https://mtr.mkm.ee/";"Eiseteenindus.ajakulu";0;"Eiseteenindus";"ajakulu"
"Erinõuetega tegevusalad";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Majandus- ja Kommunikatsiooniministeerium";"Kliendile tasuta";"mtr.mkm.ee";"Eiseteenindus.ajakulu";NA;"Eiseteenindus";"ajakulu"
"Erinõuetega tegevusalad";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Majandus- ja Kommunikatsiooniministeerium";"Kliendile tasuta";"http://mtr.mkm.ee";"Eiseteenindus.ajakulu";NA;"Eiseteenindus";"ajakulu"
"Erinõuetega tegevusalad";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Majandus- ja Kommunikatsiooniministeerium";"Kliendile tasuta";"http://mtr.mkm.ee";"Eiseteenindus.ajakulu";NA;"Eiseteenindus";"ajakulu"
"Erinõuetega tegevusalad";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Majandus- ja Kommunikatsiooniministeerium";"Kliendile tasuta";"http://mtr.mkm.ee";"Eiseteenindus.ajakulu";NA;"Eiseteenindus";"ajakulu"
"Erinõuetega tegevusalad";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Majandus- ja Kommunikatsiooniministeerium";"Kliendile tasuta";"http://mtr.mkm.ee";"Eiseteenindus.ajakulu";NA;"Eiseteenindus";"ajakulu"
"Erinõuetega tegevusalad";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Majandus- ja Kommunikatsiooniministeerium";"Kliendile tasuta";"http://mtr.mkm.ee";"Eiseteenindus.ajakulu";NA;"Eiseteenindus";"ajakulu"
"Erinõuetega tegevusalad";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Majandus- ja Kommunikatsiooniministeerium";"Kliendile tasuta";"http://mtr.mkm.ee";"Eiseteenindus.ajakulu";NA;"Eiseteenindus";"ajakulu"
"Erinõuetega tegevusalad";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Majandus- ja Kommunikatsiooniministeerium";"Kliendile tasuta";"http://mtr.mkm.ee";"Eiseteenindus.ajakulu";NA;"Eiseteenindus";"ajakulu"
"Erinõuetega tegevusalad";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Majandus- ja Kommunikatsiooniministeerium";"Kliendile tasuta";"http://mtr.mkm.ee";"Eiseteenindus.ajakulu";NA;"Eiseteenindus";"ajakulu"
"Erinõuetega tegevusalad";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Majandus- ja Kommunikatsiooniministeerium";"Kliendile tasuta";"http://mtr.mkm.ee";"Eiseteenindus.ajakulu";NA;"Eiseteenindus";"ajakulu"
